,Incident Summary,State,Open Date
1329,HSCN - Intermittent Outage,Closed,14-Mar-2023 15:44
1330,HSCN - Internet Outage,Closed,14-Mar-2023 15:05
1331,HSCN - Internet Outage,Closed,14-Mar-2023 14:40
1332,HSCN - Internet Outage,Closed,14-Mar-2023 14:36
1333,HSCN - Internet Outage,Closed,13-Mar-2023 17:14
1334,HSCN - Intermittent Outage,Closed,13-Mar-2023 14:26
1335,HSCN - Internet Outage,Closed,13-Mar-2023 14:14
1336,HSCN - Internet Outage,Closed,13-Mar-2023 14:03
1337,HSCN - Internet Outage,Closed,13-Mar-2023 12:04
1338,HSCN - Internet Outage,Closed,13-Mar-2023 11:14
1339,HSCN - Internet Outage,Closed,13-Mar-2023 10:18
1340,HSCN - Internet Outage,Closed,13-Mar-2023 10:14
1341,HSCN - Internet Outage,Closed,13-Mar-2023 09:58
1342,HSCN - Internet Outage,Closed,13-Mar-2023 09:25
1343,HSCN - Internet Outage,Closed,13-Mar-2023 09:05
1344,HSCN - Intermittent Outage,Closed,13-Mar-2023 09:04
1345,HSCN - Intermittent Outage,Closed,13-Mar-2023 09:03
1346,HSCN - Intermittent Outage,Closed,13-Mar-2023 09:01
1347,HSCN - Internet Outage,Closed,13-Mar-2023 09:00
1348,HSCN - Internet Outage,Closed,13-Mar-2023 08:59
1349,HSCN - Intermittent Outage,Closed,13-Mar-2023 08:58
1350,HSCN - Internet Outage,Closed,13-Mar-2023 08:45
1351,HSCN - Internet Outage,Closed,13-Mar-2023 08:43
1352,HSCN - Internet Outage,Closed,13-Mar-2023 08:41
1353,HSCN - Internet Outage,Closed,13-Mar-2023 08:38
1354,HSCN - Internet Outage,Closed,10-Mar-2023 14:09
1355,HSCN - Internet Outage,Closed,10-Mar-2023 11:17
1356,HSCN - Internet Outage,Closed,10-Mar-2023 10:03
1357,HSCN - No connection to Server,Closed,10-Mar-2023 10:01
1358,HSCN - Internet Outage,Closed,10-Mar-2023 10:01
1359,HSCN - Internet Outage,Closed,10-Mar-2023 09:12
1360,HSCN - Internet Outage,Closed,10-Mar-2023 09:12
1361,HSCN - Internet Outage,Closed,10-Mar-2023 09:03
1362,HSCN - Internet Outage,Closed,10-Mar-2023 08:55
1363,HSCN - Intermittent Outage,Closed,09-Mar-2023 17:36
1364,HSCN - Internet Outage,Closed,08-Mar-2023 12:00
1365,HSCN - Slow / Degraded Performance,Closed,08-Mar-2023 10:25
1366,HSCN - Internet Outage,Closed,08-Mar-2023 08:56
1367,HSCN - Internet Outage,Closed,08-Mar-2023 08:52
1368,HSCN - Internet Outage,Closed,08-Mar-2023 08:50
1369,HSCN - Intermittent Outage,Closed,08-Mar-2023 08:45
1370,HSCN - Intermittent Outage,Closed,08-Mar-2023 08:40
1371,HSCN - Intermittent Outage,Closed,08-Mar-2023 08:39
1372,HSCN - Intermittent Outage,Closed,08-Mar-2023 08:35
1373,HSCN - Intermittent Outage,Closed,07-Mar-2023 12:22
1374,HSCN - Internet Outage,Closed,07-Mar-2023 10:02
1375,HSCN - Internet Outage,Closed,07-Mar-2023 10:00
1376,HSCN - Slow / Degraded Performance,Closed,06-Mar-2023 16:59
1377,HSCN - Internet Outage,Closed,06-Mar-2023 13:39
1378,HSCN - Internet Outage,Closed,06-Mar-2023 10:19
1379,HSCN - Internet Outage,Closed,06-Mar-2023 09:29
1380,HSCN - Internet Outage,Closed,06-Mar-2023 09:20
1381,HSCN - Slow / Degraded Performance,Closed,06-Mar-2023 08:42
1382,HSCN - Intermittent Outage,Closed,06-Mar-2023 08:06
1383,HSCN - Internet Outage,Closed,06-Mar-2023 08:05
1384,HSCN - Internet Outage,Closed,06-Mar-2023 08:04
1385,HSCN - Internet Outage,Closed,04-Mar-2023 11:37
1386,HSCN - Internet Outage,Closed,04-Mar-2023 10:54
1387,HSCN - Internet Outage,Closed,04-Mar-2023 08:41
1388,HSCN - Internet and power cut,Closed,03-Mar-2023 16:49
1389,HSCN - Intermittent Outage,Closed,03-Mar-2023 12:03
1390,HSCN - Internet Outage,Closed,03-Mar-2023 11:31
1391,HSCN - Internet Outage,Closed,03-Mar-2023 11:29
1392,HSCN - Internet Outage,Closed,03-Mar-2023 09:40
1393,HSCN - Internet Outage,Closed,02-Mar-2023 17:12
1394,HSCN - Internet Outage,Closed,02-Mar-2023 11:03
1395,HSCN - Intermittent Outage,Closed,02-Mar-2023 08:42
1396,HSCN - Internet Outage,Closed,01-Mar-2023 10:33
1397,HSCN - DSL Outage,Closed,01-Mar-2023 09:42
1398,HSCN - Intermittent Outage,Closed,01-Mar-2023 08:52
1399,HSCN - Intermittent Outage,Closed,01-Mar-2023 08:51
1400,HSCN - Internet Outage,Closed,28-Feb-2023 15:20
1401,HSCN - Intermittent Outage,Closed,28-Feb-2023 15:18
1402,HSCN - Internet Outage,Closed,28-Feb-2023 11:20
1403,HSCN - Internet Outage,Closed,28-Feb-2023 11:17
1404,HSCN - Internet Outage,Closed,27-Feb-2023 16:19
1405,HSCN - Internet Outage,Closed,27-Feb-2023 10:59
1406,HSCN - Internet Outage,Closed,27-Feb-2023 08:57
1407,HSCN - Internet Outage,Closed,27-Feb-2023 08:56
1408,HSCN - Internet Outage,Closed,27-Feb-2023 08:54
1409,HSCN - Internet Outage,Closed,27-Feb-2023 08:53
1410,HSCN - Internet Outage,Closed,27-Feb-2023 08:50
1411,HSCN - Internet Outage,Closed,27-Feb-2023 08:48
1412,HSCN - Intermittent Outage,Closed,27-Feb-2023 08:46
1413,HSCN - Intermittent Outage,Closed,27-Feb-2023 08:44
1414,HSCN - Internet Outage,Closed,27-Feb-2023 08:31
1415,HSCN - Internet Outage,Closed,24-Feb-2023 14:20
1416,HSCN - Intermittent Outage,Closed,24-Feb-2023 14:09
1417,HSCN - Internet Outage,Closed,24-Feb-2023 14:06
1418,HSCN - Internet Outage,Closed,24-Feb-2023 14:04
1419,HSCN - Internet Outage,Closed,24-Feb-2023 14:02
1420,HSCN - Intermittent Outage,Closed,24-Feb-2023 13:58
1421,HSCN - Internet Outage,Closed,24-Feb-2023 13:54
1422,HSCN - Internet Outage,Closed,24-Feb-2023 13:48
1423,HSCN - Internet Outage,Closed,24-Feb-2023 13:16
1424,HSCN - Internet Outage,Closed,24-Feb-2023 09:39
1425,HSCN - Internet Outage,Closed,24-Feb-2023 08:05
1426,HSCN - Internet Outage,Closed,23-Feb-2023 13:43
1427,HSCN - Internet Outage,Closed,23-Feb-2023 12:57
1428,HSCN - Internet Outage,Closed,22-Feb-2023 15:57
1429,HSCN - Internet Outage,Closed,22-Feb-2023 14:58
1430,HSCN - Internet Outage,Closed,22-Feb-2023 09:14
1431,HSCN - Internet Outage,Closed,22-Feb-2023 08:26
1432,HSCN - Intermittent Outage,Closed,21-Feb-2023 09:59
1433,HSCN - Internet Outage,Closed,21-Feb-2023 09:22
1434,HSCN - Update - DPD tracking,Closed,21-Feb-2023 08:34
1435,HSCN - Update call,Closed,21-Feb-2023 08:22
1436,HSCN - Internet Outage,Closed,20-Feb-2023 16:41
1437,HSCN - Internet Outage,Closed,20-Feb-2023 16:13
1438,HSCN - Internet Outage,Closed,20-Feb-2023 15:51
1439,HSCN - Internet Outage,Closed,20-Feb-2023 15:28
1440,HSCN - Internet Outage,Closed,20-Feb-2023 15:05
1441,HSCN - Internet Outage,Closed,20-Feb-2023 15:01
1442,HSCN - Internet Outage,Closed,20-Feb-2023 14:15
1443,HSCN - Internet Outage,Closed,20-Feb-2023 13:52
1444,HSCN - Internet Outage,Closed,20-Feb-2023 13:09
1445,HSCN - Internet Outage,Closed,20-Feb-2023 12:35
1446,HSCN - Intermittent Outage,Closed,20-Feb-2023 12:17
1447,HSCN - Intermittent Outage,Closed,20-Feb-2023 12:13
1448,HSCN - Internet Outage,Closed,20-Feb-2023 12:11
1449,HSCN - Internet Outage,Closed,20-Feb-2023 12:09
1450,HSCN - Slow / Degraded Performance,Closed,20-Feb-2023 12:08
1451,HSCN - Internet Outage,Closed,20-Feb-2023 11:21
1452,HSCN - internet outage on client computer,Closed,20-Feb-2023 11:19
1453,HSCN - Internet Outage,Closed,18-Feb-2023 09:23
1454,HSCN - Internet Outage,Closed,18-Feb-2023 08:54
1455,HSCN - Slow / Degraded Performance,Closed,17-Feb-2023 18:08
1456,HSCN - Internet Outage,Closed,17-Feb-2023 16:04
1457,HSCN - Using 3G,Closed,17-Feb-2023 08:14
1458,HSCN - Internet Outage,Closed,16-Feb-2023 17:48
1459,HSCN - Internet Outage,Closed,16-Feb-2023 16:09
1460,HSCN - Internet Outage,Closed,16-Feb-2023 13:49
1461,HSCN - Internet Outage,Closed,16-Feb-2023 10:13
1462,HSCN - Internet Outage,Closed,16-Feb-2023 09:05
1463,HSCN - Internet Outage,Closed,16-Feb-2023 08:55
1464,HSCN - Internet Outage,Closed,16-Feb-2023 08:51
1465,HSCN - Intermittent Outage,Closed,15-Feb-2023 17:19
1466,HSCN - Internet Outage,Closed,15-Feb-2023 15:28
1467,HSCN - Internet Outage,Closed,15-Feb-2023 14:55
1468,HSCN - Intermittent Outage,Closed,15-Feb-2023 13:47
1469,HSCN - Intermittent Outage,Closed,15-Feb-2023 13:45
1470,HSCN - Internet Outage,Closed,15-Feb-2023 13:43
1471,HSCN - Internet Outage,Closed,15-Feb-2023 11:57
1472,HSCN - Slow / Degraded Performance,Closed,15-Feb-2023 11:03
1473,HSCN - Internet Outage,Closed,15-Feb-2023 09:45
1474,HSCN - Internet Outage,Closed,15-Feb-2023 09:36
1475,HSCN - Internet Outage,Closed,15-Feb-2023 09:33
1476,HSCN - Internet Outage,Closed,15-Feb-2023 09:31
1477,HSCN - Internet Outage,Closed,14-Feb-2023 17:15
1478,HSCN - Internet Outage,Closed,14-Feb-2023 15:27
1479,HSCN - Internet Outage,Closed,14-Feb-2023 15:25
1480,HSCN - Internet Outage,Closed,14-Feb-2023 11:27
1481,HSCN - Internet Outage,Closed,14-Feb-2023 08:25
1482,HSCN - Internet Outage,Closed,14-Feb-2023 08:24
1483,HSCN - Slow / Degraded Performance,Closed,13-Feb-2023 16:44
1484,HSCN - Internet Outage,Closed,13-Feb-2023 15:27
1485,HSCN - Internet Outage,Closed,13-Feb-2023 14:19
1486,HSCN - Intermittent Outage,Closed,13-Feb-2023 14:15
1487,HSCN - Intermittent Outage,Closed,13-Feb-2023 14:14
1488,HSCN - Intermittent Outage,Closed,13-Feb-2023 14:11
1489,HSCN - Internet Outage,Closed,13-Feb-2023 14:10
1490,HSCN - Slow / Degraded Performance on client 1 computer,Closed,13-Feb-2023 10:35
1491,HSCN - Internet Outage,Closed,13-Feb-2023 08:45
1492,HSCN - Internet Outage,Closed,13-Feb-2023 08:18
1493,HSCN - Internet Outage,Closed,13-Feb-2023 08:11
1494,HSCN - Internet Outage,Closed,11-Feb-2023 12:02
1495,HSCN - Internet Outage,Closed,10-Feb-2023 17:28
1496,HSCN - Intermittent Outage,Closed,10-Feb-2023 15:57
1497,HSCN - Internet Outage,Closed,10-Feb-2023 15:37
1498,HSCN - Degraded Internet,Closed,10-Feb-2023 13:49
1499,HSCN - Internet Outage,Closed,10-Feb-2023 10:50
1500,HSCN - Internet Outage,Closed,10-Feb-2023 10:47
1501,HSCN - Intermittent Outage,Closed,10-Feb-2023 10:45
1502,HSCN - Internet Outage,Closed,10-Feb-2023 10:41
1503,HSCN - Intermittent Outage,Closed,10-Feb-2023 10:09
1504,HSCN - Intermittent Outage,Closed,10-Feb-2023 09:19
1505,Major Incident - Connectivity issue between Docklands and HSCN,Closed,10-Feb-2023 07:21
1506,HSCN - Internet Outage,Closed,09-Feb-2023 15:48
1507,HSCN - Intermittent Outage,Closed,09-Feb-2023 12:54
1508,HSCN - Internet Outage,Closed,09-Feb-2023 12:22
1509,HSCN - Internet Outage,Closed,09-Feb-2023 10:36
1510,HSCN - Intermittent Outage,Closed,09-Feb-2023 10:25
1511,HSCN - Internet Outage,Closed,09-Feb-2023 10:23
1512,HSCN - Internet Outage,Closed,08-Feb-2023 16:58
1513,HSCN - Internet Outage,Closed,08-Feb-2023 14:21
1514,HSCN - Internet Outage,Closed,08-Feb-2023 11:29
1515,HSCN - Internet Outage,Closed,08-Feb-2023 10:56
1516,HSCN - DSL Outage,Closed,08-Feb-2023 09:25
1517,HSCN - Internet Outage,Closed,07-Feb-2023 16:02
1518,HSCN - Internet Outage,Closed,07-Feb-2023 15:29
1519,HSCN - Intermittent Outage,Closed,07-Feb-2023 13:29
1520,HSCN - Internet Outage,Closed,07-Feb-2023 13:28
1521,HSCN - Router replacement,Closed,07-Feb-2023 11:11
1522,HSCN - Intermittent Outage,Closed,07-Feb-2023 10:59
1523,HSCN - Internet Outage,Closed,07-Feb-2023 10:29
1524,HSCN - Internet Outage,Closed,07-Feb-2023 10:28
1525,HSCN - Intermittent Outage,Closed,07-Feb-2023 10:28
1526,HSCN - Internet Outage,Closed,07-Feb-2023 10:25
1527,HSCN - Internet Outage,Closed,07-Feb-2023 10:24
1528,HSCN - Internet Outage,Closed,07-Feb-2023 10:23
1529,HSCN - Internet Outage,Closed,07-Feb-2023 10:14
1530,HSCN - Internet Outage,Closed,07-Feb-2023 10:13
1531,HSCN - Internet Outage,Closed,07-Feb-2023 09:31
1532,HSCN - Internet Outage,Closed,06-Feb-2023 17:38
1533,HSCN - Internet Outage,Closed,06-Feb-2023 09:05
1534,HSCN - Internet Outage,Closed,06-Feb-2023 08:55
1535,HSCN - Internet Outage,Closed,06-Feb-2023 08:34
1536,HSCN - Internet Outage,Closed,06-Feb-2023 08:11
1537,HSCN - Internet Outage,Closed,06-Feb-2023 08:10
1538,HSCN - Internet Outage,Closed,04-Feb-2023 09:33
1539,HSCN - Internet Outage,Closed,04-Feb-2023 09:29
1540,HSCN - DSL Outage,Closed,04-Feb-2023 09:13
1541,HSCN - Internet Outage,Closed,03-Feb-2023 17:55
1542,HSCN - Internet Outage,Closed,03-Feb-2023 15:11
1543,HSCN - Internet Outage,Closed,03-Feb-2023 13:51
1544,HSCN - Internet Outage,Closed,03-Feb-2023 13:40
1545,HSCN - Intermittent Outage,Closed,03-Feb-2023 12:23
1546,HSCN - Slow / Degraded Performance,Closed,03-Feb-2023 11:47
1547,HSCN - Intermittent Outage,Closed,03-Feb-2023 08:33
1548,HSCN - Internet Outage,Closed,03-Feb-2023 08:31
1549,HSCN - Internet Outage,Closed,03-Feb-2023 08:28
1550,HSCN - Internet Outage,Closed,02-Feb-2023 16:10
1551,HSCN - Internet Outage,Closed,02-Feb-2023 14:38
1552,HSCN - Internet Outage,Closed,02-Feb-2023 09:49
1553,HSCN - Intermittent Outage,Closed,02-Feb-2023 08:54
1554,HSCN - Internet Outage,Closed,02-Feb-2023 08:52
1555,HSCN - Intermittent Outage,Closed,02-Feb-2023 08:51
1556,HSCN - Internet Outage,Closed,02-Feb-2023 08:49
1557,HSCN - Internet Outage,Closed,02-Feb-2023 08:38
1558,HSCN - Internet Outage,Closed,02-Feb-2023 08:37
1559,HSCN - Internet Outage,Closed,01-Feb-2023 14:41
1560,HSCN - Internet Outage,Closed,01-Feb-2023 14:20
1561,HSCN - Internet Outage,Closed,01-Feb-2023 14:19
1562,HSCN - Internet Outage,Closed,01-Feb-2023 14:17
1563,HSCN - Internet Outage,Closed,01-Feb-2023 13:32
1564,HSCN - DSL Outage,Closed,01-Feb-2023 12:09
1565,HSCN - Internet Outage,Closed,01-Feb-2023 11:12
1566,HSCN - Internet Outage,Closed,01-Feb-2023 08:46
1567,HSCN - Internet Outage,Closed,01-Feb-2023 08:31
1568,HSCN - Internet Outage,Closed,01-Feb-2023 08:30
1569,HSCN - Internet Outage,Closed,01-Feb-2023 08:27
1570,HSCN - Internet Outage,Closed,01-Feb-2023 08:26
1571,HSCN - Internet Outage - Online with 3G,Closed,31-Jan-2023 14:02
1572,HSCN - Internet Outage - Online with 3G,Closed,31-Jan-2023 14:00
1573,HSCN - Internet Outage,Closed,31-Jan-2023 11:14
1574,HSCN - Internet Outage,Closed,31-Jan-2023 08:41
1575,HSCN - Internet Outage,Closed,31-Jan-2023 08:28
1576,HSCN - Intermittent Outage,Closed,30-Jan-2023 18:01
1577,HSCN - Internet Outage,Closed,30-Jan-2023 14:12
1578,HSCN - DSL Outage,Closed,30-Jan-2023 09:34
1579,HSCN - DSL Outage raised by ISP,Closed,30-Jan-2023 08:18
1580,HSCN - Intermittent connection raised by ISP,Closed,30-Jan-2023 08:16
1581,HSCN - DSL Outage Raised by ISP,Closed,30-Jan-2023 08:12
1582,HSCN - DSL Outage Raised by ISP,Closed,30-Jan-2023 08:11
1583,HSCN - DSL Outage Raised by ISP,Closed,30-Jan-2023 08:10
1584,HSCN - DSL Outage Raised by ISP,Closed,30-Jan-2023 08:09
1585,HSCN - DSL Outage Raised by ISP,Closed,30-Jan-2023 08:09
1586,HSCN - DSL Outage Raised by ISP,Closed,28-Jan-2023 11:58
1587,HSCN - DSL Outage Raised by ISP,Closed,28-Jan-2023 08:28
1588,HSCN - DSL Outage Raised by ISP,Closed,28-Jan-2023 08:25
1589,HSCN - DSL Outage Raised by ISP,Closed,27-Jan-2023 15:30
1590,HSCN - DSL Outage Raised by ISP,Closed,27-Jan-2023 14:55
1591,HSCN - DSL Outage Raised by ISP,Closed,27-Jan-2023 14:37
1592,HSCN - DSL Outage,Closed,27-Jan-2023 14:36
1593,HSCN - DSL Outage Raised by ISP,Closed,27-Jan-2023 13:42
1594,HSCN - DSL Outage Raised by ISP,Closed,27-Jan-2023 13:28
1595,HSCN - DSL Outage Raised by ISP,Closed,27-Jan-2023 11:40
1596,HSCN - Internet Outage,Closed,27-Jan-2023 11:39
1597,HSCN - DSL Outage,Closed,27-Jan-2023 11:21
1598,HSCN - DSL outage,Closed,27-Jan-2023 09:45
1599,HSCN - DSL Outage,Closed,27-Jan-2023 09:19
1600,HSCN - no internet to 3 devices,Closed,27-Jan-2023 08:44
1601,HSCN - DSL Outage,Closed,26-Jan-2023 15:34
1602,HSCN - DSL Outage,Closed,26-Jan-2023 14:15
1603,HSCN - DSL Outage,Closed,26-Jan-2023 08:37
1604,HSCN - DSL Outage,Closed,25-Jan-2023 17:16
1605,HSCN - DSL Outage Raised by ISP,Closed,25-Jan-2023 15:11
1606,HSCN - Server computer offline,Closed,25-Jan-2023 15:09
1607,HSCN - DSL Outage,Closed,25-Jan-2023 14:17
1608,HSCN - DSL Outage Raised by ISP,Closed,25-Jan-2023 13:00
1609,HSCN - DSL Outage Raised by ISP,Closed,25-Jan-2023 12:58
1610,HSCN - DSL Outage Raised by ISP,Closed,25-Jan-2023 12:57
1611,HSCN - DSL Outage Raised by ISP,Closed,25-Jan-2023 09:48
1612,HSCN - DSL Outage Raised by ISP,Closed,25-Jan-2023 08:28
1613,HSCN - DSL Outage Raised By ISP,Closed,25-Jan-2023 08:22
1614,HSCN - DSL Outage Raised by ISP,Closed,25-Jan-2023 08:21
1615,HSCN - DSL Outage,Closed,24-Jan-2023 12:17
1616,HSCN - DSL Outage,Closed,24-Jan-2023 11:02
1617,HSCN - DSL Outage,Closed,24-Jan-2023 08:22
1618,HSCN - DSL Wrong socket,Closed,24-Jan-2023 08:21
1619,HSCN - DSL Outage,Closed,24-Jan-2023 08:20
1620,HSCN - DSL Outage,Closed,23-Jan-2023 15:05
1621,HSCN - DSL Outage,Closed,23-Jan-2023 12:19
1622,HSCN - DSL Intermittent,Closed,23-Jan-2023 12:18
1623,HSCN - DSL Extremely Slow,Closed,23-Jan-2023 11:21
1624,HSCN - DSL Outage,Closed,23-Jan-2023 10:12
1625,HSCN - DSL Intermittent,Closed,23-Jan-2023 08:48
1626,HSCN - DSL Outage,Closed,23-Jan-2023 08:46
1627,HSCN - DSL Outage,Closed,23-Jan-2023 08:46
1628,HSCN - DSL Outage,Closed,23-Jan-2023 08:45
1629,HSCN - DSL Outage,Closed,23-Jan-2023 08:44
1630,HSCN - DSL Outage,Closed,23-Jan-2023 08:43
1631,HSCN - DSL Intermittent,Closed,23-Jan-2023 08:41
1632,HSCN - DSL Outage,Closed,21-Jan-2023 12:17
1633,HSCN - DSL Outage,Closed,21-Jan-2023 08:38
1634,HSCN - DSL Outage,Closed,21-Jan-2023 08:37
1635,HSCN - DSL Outage,Closed,21-Jan-2023 08:35
1636,Smartcard - Timing Out When Trying To Log In - Issues since HSCN outage 1/3,Closed,20-Jan-2023 16:02
1637,Repeat Rx - Comm Error - Issues since HSCN outage 2/3,Closed,20-Jan-2023 16:00
1638,Hardware - Brother Printer SERVER - Issues since HSCN Outage 3/3,Closed,20-Jan-2023 15:45
1639,HSCN - DSL intermittent,Closed,20-Jan-2023 14:55
1640,HSCN - DSL Outage,Closed,20-Jan-2023 13:04
1641,HSCN - DSL Outage,Closed,20-Jan-2023 13:03
1642,HSCN - DSL Outage,Closed,20-Jan-2023 10:06
1643,HSCN - DSL Outage,Closed,19-Jan-2023 16:06
1644,HSCN - DSL Outage,Closed,19-Jan-2023 15:51
1645,HSCN - DSL Outage,Closed,19-Jan-2023 13:14
1646,HSCN - DSL Outage - Using 3G,Closed,19-Jan-2023 13:07
1647,HSCN - DSL Outage,Closed,19-Jan-2023 13:02
1648,HSCN - DSL Very Slow Internet,Closed,19-Jan-2023 10:59
1649,HSCN - Very Slow internet,Closed,19-Jan-2023 10:55
1650,HSCN - DSL Outage - Using 3G,Closed,19-Jan-2023 10:27
1651,HSCN - DSL Outage,Closed,19-Jan-2023 10:26
1652,HSCN - DSL Intermittent,Closed,19-Jan-2023 10:25
1653,HSCN - DSL Outage,Closed,19-Jan-2023 10:23
1654,HSCN - DSL Intermittent,Closed,19-Jan-2023 10:21
1655,HSCN - DSL Outage,Closed,19-Jan-2023 10:10
1656,HSCN - DSL Outage,Closed,19-Jan-2023 10:10
1657,HSCN - DSL Outage,Closed,19-Jan-2023 10:06
1658,HSCN - DSL Outage,Closed,18-Jan-2023 14:25
1659,HSCN - DSL Outage,Closed,18-Jan-2023 12:47
1660,HSCN - DSL Outage,Closed,18-Jan-2023 11:57
1661,HSCN - DSL Outage,Closed,18-Jan-2023 11:56
1662,HSCN - DSL Outage,Closed,18-Jan-2023 08:12
1663,HSCN - DSL Outage,Closed,18-Jan-2023 08:11
1664,HSCN - DSL Outage,Closed,18-Jan-2023 08:10
1665,HSCN - DSL Outage,Closed,18-Jan-2023 08:10
1666,HSCN - DSL Outage,Closed,18-Jan-2023 08:07
1667,HSCN - DSL Outage,Closed,18-Jan-2023 08:04
1668,HSCN - DSL Outage,Closed,18-Jan-2023 08:02
1669,HSCN - DSL Outage,Closed,17-Jan-2023 12:27
1670,HSCN - DSL Outage,Closed,17-Jan-2023 10:52
1671,HSCN - DSL Outage,Closed,17-Jan-2023 10:14
1672,HSCN - DSL Outage,Closed,17-Jan-2023 09:59
1673,HSCN - DSL Outage,Closed,17-Jan-2023 09:57
1674,HSCN - DSL Outage,Closed,17-Jan-2023 09:52
1675,HSCN - DSL Outage,Closed,17-Jan-2023 09:50
1676,HSCN - DSL Outage - Intermittent,Closed,16-Jan-2023 10:36
1677,HSCN - DSL Outage,Closed,16-Jan-2023 10:07
1678,HSCN - DSL Outage,Closed,16-Jan-2023 09:23
1679,HSCN - DSL Outage,Closed,16-Jan-2023 08:58
1680,HSCN - DSL Intermittent,Closed,16-Jan-2023 08:55
1681,HSCN - DSL Intermittent,Closed,16-Jan-2023 08:53
1682,HSCN - DSL Intermittent,Closed,16-Jan-2023 08:51
1683,HSCN - DSL Outage,Closed,16-Jan-2023 08:44
1684,HSCN - DSL Intermittent,Closed,16-Jan-2023 08:35
1685,HSCN - DSL Outage,Closed,16-Jan-2023 08:20
1686,HSCN - DSL Outage,Closed,16-Jan-2023 08:12
1687,HSCN - DSL Outage,Closed,16-Jan-2023 08:05
1688,HSCN - DSL Outage,Closed,16-Jan-2023 08:03
1689,HSCN - DSL Outage,Closed,16-Jan-2023 07:58
1690,HSCN - DSL Outage,Closed,16-Jan-2023 07:56
1691,HSCN - DSL Outage,Closed,14-Jan-2023 11:44
1692,HSCN - DSL Outage,Closed,14-Jan-2023 11:12
1693,HSCN - DSL Outage,Closed,14-Jan-2023 10:00
1694,HSCN - DSL Outage,Closed,14-Jan-2023 09:54
1695,HSCN - DSL Outage,Closed,13-Jan-2023 20:06
1696,HSCN - degraded performance,Closed,13-Jan-2023 18:41
1697,HSCN - DSL Outage,Closed,13-Jan-2023 14:34
1698,HSCN -on client 2 computer,Closed,13-Jan-2023 11:38
1699,HSCN - DSL Outage,Closed,13-Jan-2023 10:57
1700,HSCN - DSL Outage,Closed,13-Jan-2023 09:48
1701,HSCN - DSL Outage,Closed,12-Jan-2023 16:59
1702,HSCN - Intermittent,Closed,12-Jan-2023 10:51
1703,HSCN - CPU Alert,Closed,12-Jan-2023 10:41
1704,HSCN - DSL Outage,Closed,12-Jan-2023 10:38
1705,HSCN - DSL Outage,Closed,12-Jan-2023 08:16
1706,HSCN - DSL Outage,Closed,11-Jan-2023 16:59
1707,HSCN - DSL Outage,Closed,11-Jan-2023 08:57
1708,HSCN - DSL Outage,Closed,11-Jan-2023 08:56
1709,HSCN - DSL Intermittent,Closed,11-Jan-2023 08:54
1710,HSCN - DSL Outage,Closed,11-Jan-2023 08:50
1711,HSCN - DSL Outage,Closed,11-Jan-2023 08:45
1712,HSCN - DSL Outage,Closed,11-Jan-2023 08:42
1713,HSCN - DSL Outage,Closed,10-Jan-2023 15:48
1714,HSCN - Request,Closed,10-Jan-2023 13:04
1715,HSCN - IPv4 Settings,Closed,10-Jan-2023 12:53
1716,HSCN - DSL Outage,Closed,10-Jan-2023 09:34
1717,HSCN - DSL Outage - Using 3G,Closed,10-Jan-2023 08:56
1718,HSCN - DSL Outage,Closed,10-Jan-2023 08:49
1719,HSCN - DSL Outage,Closed,10-Jan-2023 08:48
1720,HSCN - DSL Outage,Closed,09-Jan-2023 13:56
1721,HSCN - slow/ intermittent internet,Closed,09-Jan-2023 10:48
1722,HSCN - DSL Outage,Closed,09-Jan-2023 10:28
1723,HSCN - DSL Outage,Closed,09-Jan-2023 10:04
1724,HSCN - DSL Outage,Closed,09-Jan-2023 09:54
1725,HSCN - DSL Outage,Closed,09-Jan-2023 09:38
1726,HSCN - DSL Outage - Using 3G,Closed,09-Jan-2023 09:03
1727,HSCN - DSL Intermittent,Closed,09-Jan-2023 09:02
1728,HSCN - DSL Intermittent,Closed,09-Jan-2023 09:01
1729,HSCN - DSL Outage,Closed,09-Jan-2023 08:55
1730,HSCN - DSL Outage,Closed,09-Jan-2023 08:53
1731,HSCN - DSL Outage,Closed,09-Jan-2023 08:48
1732,HSCN - DSL Outage,Closed,09-Jan-2023 08:44
1733,HSCN - DSL Outage,Closed,09-Jan-2023 08:41
1734,HSCN - DSL Outage,Closed,09-Jan-2023 08:38
1735,HSCN - DSL Outage,Closed,09-Jan-2023 08:36
1736,HSCN - DSL Outage,Closed,07-Jan-2023 09:44
1737,HSCN - DSL Outage,Closed,07-Jan-2023 09:40
1738,HSCN - DSL Outage,Closed,06-Jan-2023 16:24
1739,HSCN - DSL Outage,Closed,06-Jan-2023 16:10
1740,HSCN - DSL Outage,Closed,06-Jan-2023 14:46
1741,HSCN - DSL Outage,Closed,06-Jan-2023 12:25
1742,HSCN - Intermittent DSL Outage,Closed,06-Jan-2023 11:54
1743,Proactive Call - HSCN checks,Closed,06-Jan-2023 10:29
1744,HSCN - DSL Outage,Closed,06-Jan-2023 08:53
1745,HSCN - DSL Outage,Closed,06-Jan-2023 08:51
1746,HSCN - DSL Outage,Closed,05-Jan-2023 15:52
1747,HSCN - Slow/ intermittent internet,Closed,05-Jan-2023 14:05
1748,HSCN - DSL Outage,Closed,05-Jan-2023 13:44
1749,HSCN - DSL Outage,Closed,04-Jan-2023 10:36
1750,HSCN - DSL Outage,Closed,03-Jan-2023 15:47
